0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,time,distance
0.0,0.0,2.3605490319643394,2.9363397916255902,2.0275211280245142,2.120626013472751,3.34586559389179,2.478140912546743,2.4321527421851927,2.037671924193697,1.583724124569906,2.140767780855941,1.9316164147453203,1.9733286178018787,1.6666505507214393,3.6350451175695455,2.911410205432935,1.9992991916250153,2.7497305956530393,3.690775964995767,1.8044908352855282,1.9359092703140457,2.153406929079515,2.2775180508310924,3.870719653416653,1.7794104046161663,3.4716475676376506,4.216300599789915,2.28361622279114,2.4189725591055633,3.5565513778587063,3.581005176963753,2.016420047117654,2.3736348203857127,4.67874953135874,3.5685987130854633,4.471603337385872,3.7070790369303843,3.076758104929755,2.280721415746102,2.8035815872680696,2.239008943704424,1.9050498779455174,1.8542815666763115,3.593703664352492,2.3505414666386537,3.0954739414427035,2.189033716829739,1.7663905815194154,3.0726868248083945,3.729088551425109,2.3516846574252104,2.2814087272271153,2.0515575784865074,4.42693297816422,2.0213066208047636,2.755290911980191,2.4542336545127825,2.4726506437256117,2.752904263403125,2.818208180745602,3.1057141867190916,2.5548253874967592,1.9635444141996259,3.7752927954809055,2.4908579807333555,2.75785297641505,3.8921166387115496,3.0354133378729093,2.4385876759875145,2.696324245503399,4.077720927687348,1.6657653287873981,4.377821211037394,4.28432017574398,4.640548116569969,4.275356897502498,4.259337281677997,1.8123446468847708,2.2773977306579085,1.5376179763728344,1.9773707034785792,2.1545222009523317,1.55007715613237,1.9440259599209608,1.544466083230646,3.2816220770211078,1.9958035869193347,1.6528445154885758,1.6278778088345007,3.2084025069917947,3.455212044898924,2.457386637624566,2.58135590520839,2.486065885342698,2.7721878926480144,2.540565227681637,2.325057353903284,2.578919592657117,2.3623725439124845,1.9599826702930463,1.7885034962652928,1.9069166024374395,2.0280311554339683,2.012269169154221,8.042075927734373,5.606347165031429
1.220109638258877,1.3437526400740687,1.3541989903187261,1.2164589695938912,1.304769285057251,2.0716644165764255,1.4421957646999055,2.206188978263732,1.9889420967970783,4.055075678895744,1.3365454974242024,2.6096777523027264,1.7472040263764044,3.8635180832860003,1.3028869946554422,1.2378195839292794,1.3374560997286264,1.2365573245407484,1.265072536200791,2.043085986810382,3.813039658456069,2.171903987769667,2.864780600557851,4.44405894194075,4.325186893008209,2.1999363566944434,3.528457795690597,2.9756568393447815,3.1436827126264806,3.557821543440768,2.73619238219456,2.9715382186725776,3.625503531222085,1.9054448109430906,3.53733107744498,4.113567272182326,2.71397154297514,3.351507862940182,1.4512565421058492,1.2476134346347916,1.4297968170117228,3.08680784144982,1.6218929988958215,3.4029830710066884,1.2713388206166214,3.795562118765055,3.455784433457746,3.0422594053192196,1.8707783718074051,1.6853188394565868,1.6360367896563894,2.180119146386717,2.541461834387911,2.1225017222048823,2.7995542809470004,1.3098395684135755,2.4481858941645385,2.0933743802406535,2.3552815165617544,1.4823696873275833,2.7402112479341514,1.698567926856171,1.72451671140082,1.2720273838250868,2.8551868503606403,1.2414152951866542,1.8423560506379275,3.6466933987500934,2.9611729630227437,1.9685224067718576,2.295560747943978,3.4078536741293797,1.860829377233101,2.415394451926687,2.404538614115037,3.5711492894556716,2.8524524736452355,3.518993809099965,4.169872386811043,2.6362188645877196,2.2381084645457627,2.8524065504512333,1.5806655076749645,2.3454748038735547,1.8418819844796028,1.8761524041304685,2.2665404043796813,2.1996432299576756,2.4108911493796312,1.9873604977397925,1.8755288751682087,2.417083703135658,2.504663774740297,1.9373948233263634,1.953493358471218,1.8166084624246077,1.6568095010458133,1.355868828045155,1.4156358413035912,1.3056231615109255,2.528848760240932,1.7997345816159889,1.3275680633880982,1.2768818423281583,1.5819118782208905,9.445710449218751,5.09800822695421
3.051739106483743,2.255096823552765,1.9983366411105326,1.656061907711975,3.2888462713023108,1.8935643100321504,1.851699730420434,2.2107360252170833,3.0792078557800826,3.4933089664653774,3.0877259192583355,2.9116593275940175,3.3500929571423237,2.5049315967441346,2.989547651421873,3.0649732862318,1.5137762451363899,1.271355442715309,1.9882681036732555,2.4167369221753807,3.7832928993251698,2.1827250679062753,1.4347917822714138,1.9514503481944832,2.773420770279166,3.9378265738443576,1.6574086276510596,2.3002029373654755,3.1438551680618967,2.97571198196301,1.302940310461148,1.5931800204835023,1.9324329040737265,2.498340158671275,3.798625320928007,2.5671653541415718,2.850184498566213,2.9612395370682933,2.3060308149993443,3.5592790333365594,3.0562073615483842,2.907792548790181,1.5139366260979448,1.4248857079466948,2.2088709467788723,3.515230179658073,2.670318478865515,1.2829799937126871,3.1306444954331294,3.4680054660592226,2.2927109575927513,4.337140986439354,4.113701493794684,1.6067073722889296,1.4965025979000313,2.0414413972761905,2.3639544026801063,2.477434445958417,3.414763123991911,3.0740662206479534,2.6443055012157886,2.3504892871660545,2.773680565450469,2.3152146339173685,3.9950984616675544,2.9737818006725374,1.9511299308098424,2.20175017701324,2.3941759557975075,2.1042911508351785,2.5864820145291687,3.373551654643645,1.734546080310718,1.7070486351639302,1.8538132108740293,2.1425963234469276,2.1897772704264966,1.8543863129563003,1.7707895013256723,1.6971933280984692,1.4856643498142639,1.9339551873480814,1.4342083613256582,1.782765128246349,1.8808809215655502,1.5995369971997955,2.1225732666583843,1.8469799859271459,1.736654361151814,2.5240591941448396,1.4030353379229876,1.3103874898878498,1.8848958448073105,1.3272265670734176,1.7658741324522575,1.8052194697253843,1.3496738423803298,1.3966614179194508,1.6262128275914418,1.2491384419376805,1.285455326869336,2.7486192292029115,1.324817305487049,2.6356821165539173,3.6544374937440804,6.107468994140625,5.355785230150496
3.2392265582238218,2.221108622029487,1.7313525283875213,1.4928812947299204,1.341987903198995,1.6829376519781956,1.8001107995121846,1.6423083328152095,1.8213735369395474,1.5993750048432536,1.381325664021439,1.4008276448980148,1.9653843826443738,3.1917056440970875,3.008029776387929,1.3686378914648263,1.657919616686045,3.1080905912867856,1.3240347174762164,4.341119998866076,3.3985788560614782,2.2369114347957466,3.0321799594874306,1.71119554234971,1.3984709785485365,2.0309946717816865,1.3769254858094413,2.208405661756386,2.7073500423662566,1.4136755163034078,1.4044878916883385,1.788694583960977,4.0108417111252646,2.7402465250034855,3.172362137867465,2.4989614558129607,2.268842862842532,2.808796642263977,2.314884717337423,2.463518774083668,2.1698212118506772,2.5826844347427462,1.802622248503073,1.7505410412203446,1.882618651147227,2.0943528236819073,1.796777946735391,1.6605274388261444,3.215330532595665,3.5541427828683725,2.2195829453925477,2.858599888726251,1.7458932474403275,3.0819886544754,2.029434464385069,1.9652226542917692,2.453287821214912,2.7720749373475297,1.2482405144216364,3.3329217141810705,2.299610278470112,1.6266335602513853,1.2755310998365268,1.220739791391205,2.0882098944693963,3.542575995834215,3.700381950858745,3.0085920583644157,1.6320270585820635,2.5959696374274706,2.491730825425912,3.744799986408442,2.5922942729660563,4.244496992810352,3.4813509815125565,4.103733328823051,2.900857662465217,1.551223847754861,4.111222120637192,2.8878390901398996,3.835610741174952,4.42655124988907,2.815369166187328,2.9086090196107355,2.8904671020401853,1.2888534479386793,2.4121285840049786,2.2235554720433037,2.4124534878057573,1.9900238083047521,2.5539182601553856,1.9904154497638233,1.9292966289612674,3.120447638033207,1.9353371062467322,2.0945716414812603,2.0760982105727495,2.00401923461088,2.389815229765268,1.903245600914552,2.2529830772817103,2.4340645439846034,1.7327585410798503,1.591875168299384,1.9048054043759033,6.562687011718747,4.932158008394622
1.8877546760138064,1.8337566001728496,1.963298020290506,1.5870325695421559,1.2622273218955167,1.4367537980042349,1.4372671752465944,1.408782477950686,1.3703032086852112,1.4343802672524908,1.3192422363738954,2.0032956478714663,2.2831305833287026,1.537145657477349,1.4067517328054677,1.327917554794683,1.3952313130498122,2.5985466677854796,2.067692678861125,3.3469797756399897,4.264388569277583,2.5608511593738768,2.5911089565682794,1.2628151216622636,1.551159236387465,1.6377275246446374,2.213819436812065,3.1611812779049453,2.1931809049845237,2.104326390985068,2.1750857796516145,3.384376009485444,2.546548918247091,2.375090106519598,2.8003704756067513,3.1782461905411017,2.63154004026494,3.2044463646922345,2.6986419822709573,4.006952716076274,1.9180762836235261,1.4848967817093404,3.250636122281328,4.081156872336844,3.242101358424016,3.911820996422669,2.8572852756550335,2.459509387596566,3.439640922864478,3.4745700686826018,4.030573280873943,2.3579997489481195,4.181938518683096,4.3958837627693494,3.6575744469356946,3.2599647166446597,3.746221406981938,2.5527112915657857,3.7719508385040084,1.3313611629123474,3.094339443260712,3.4917180860465535,1.4935413496518526,2.4622236831943534,1.3606377137066012,2.0240755175106075,1.2228782439482169,1.2802543732395908,4.302320189071973,1.3953893577979888,1.3662486893689314,2.8669253903842273,2.2230402247759757,2.9572810922586985,2.6934080689360327,2.6637991658944586,4.428550003001777,4.102180770402705,3.399580670847796,3.742861034265836,4.469023762911353,3.5596995972317687,4.470151901082973,3.7131273738679584,4.164038111336322,4.1693990558516365,3.6499068732889435,1.7245820204345461,3.6957408985609166,1.485288880141881,3.691207546131571,3.8450963023029643,3.7317190308082675,4.469442510062805,1.355640650188012,3.046216992961267,2.3507190219678153,2.75819135968443,3.5130993630422283,3.043766261283427,2.8127545647072663,2.8800481730054543,2.678758343258295,2.6536258119193112,1.9671817546684618,10.469952880859378,5.32375417120208
1.9856021303565785,3.0664730567689054,3.9864474160236454,4.181600741757931,3.766432871244032,1.313260264412394,1.4011458735037896,1.3072623577542344,1.4582173786273342,1.337970588687062,1.675400952642512,1.3704512369872783,1.684571020816649,2.8387386037982507,3.081483390304334,2.77590927412371,3.068205881467388,3.3101651465025554,3.4227856784544777,2.2794524243584084,2.848746946170773,3.1283570514520394,2.246896013119422,2.0188356306317514,1.5705820065532519,1.382457457136528,1.4379705572870958,2.2695788877138123,2.280103742417244,1.380208206311543,1.352512280961127,1.2965985875553891,1.2921848472470663,1.9326167053914989,1.5267931330220854,1.294338376487337,1.236042798344156,1.3251415180067612,2.3486336663725704,3.1687618619494966,4.235667847371199,2.210151693744652,2.2995077129576402,3.0969275217521073,3.6210735650270314,3.029885331536848,3.219444115768015,2.0883882005670666,2.4338274124252632,2.685382099583826,2.64320744722878,3.034239500514734,3.357279446225092,3.3854108247772006,3.5633074784839462,2.9621813601694815,4.438480095201304,2.5664305080681924,4.117286111271061,3.682663016424548,1.3364469248674775,1.2641547434857634,1.6499619762413371,2.5639761194014676,4.38686267309932,2.3115017301066243,3.5113847892170087,3.549817223730187,2.822183126054703,3.114376906903395,3.3464210367058214,2.9389048529556754,2.1314020136154275,1.6776722138501197,3.377798367859492,4.168784345503641,3.0381923044491455,2.4997763837681846,3.535728895166486,1.4434704168786687,4.198490870208565,2.3831709138944315,1.904669489466932,2.517589531690578,1.7506477945682677,2.9721532839233267,2.1487294087036526,3.550189672578751,1.2498833557682218,1.27100717483528,2.630614303661116,1.9510869535249238,1.6867194813467967,2.7490260859132767,3.1230372933247303,4.291997888199588,2.560721812072377,2.6339994579175823,3.485254394665938,3.2637701425545047,3.971340457551699,3.1638001323898313,3.1188557941031063,3.3819455597021677,2.10835004346881,11.532120117187489,5.352570669250418
1.2258617906993727,3.1253786897278184,1.6486008666385237,2.4584670108552302,2.1294804077454446,3.3358457348741144,4.007523359249036,3.889954666722237,2.3814415708078487,2.411256184006622,3.095303907763349,3.182389333424293,1.5736985060958906,2.118509513716226,2.2173260147093523,1.9743666331327976,1.5668404693974993,1.310206676222828,1.5443505491280833,1.2094062934610932,1.2859411706857864,1.5103125320529036,1.2785159748395667,1.4201733049429899,1.4988233746094695,1.3396706739224782,1.447888299717094,2.758393833457944,2.391268329595905,2.314132492693044,1.430612846316893,1.5901351116519309,1.5720298269074668,1.3696910274997987,1.4483549266991889,1.904674377547138,2.264542588131205,1.4932719291139835,2.054316873830847,2.274719997060199,1.4167036851661132,2.1606595881841475,1.608178836686457,1.5709817538076456,3.604643661089381,3.6504530424041293,1.9841487839668162,2.666960799897936,2.4141004199786935,2.424735590456474,3.749453101893577,1.463366066803757,1.639722445202901,4.3295185192241465,2.5495594869466953,1.9442138409537717,2.422043222957047,4.185762228565928,2.6468022586715856,2.4479819976277972,2.0857330458544823,2.316874415230512,3.262020183182637,3.406223583388306,2.1696528924950336,4.349873176349429,1.5434763330736359,1.9775980022160458,2.9375498847021237,3.0646634013420835,2.2674531162630096,1.318497586661143,3.0378525743016143,2.7828329185920473,3.6643980817110444,2.677807497856801,4.247621424784346,1.6885851926808781,2.4304668878548754,1.6104882401901577,1.316572761026896,2.86770112551345,4.122337421311634,2.1439427636922797,4.250766338280202,2.9744094537775134,3.6744280098140463,4.370150615950957,4.291369172127056,3.588368508384778,3.7502610691702647,3.627595010321619,3.5620148630646984,3.9892663907012516,3.9078165097643804,1.9429720847743825,2.0185032787747765,4.359888494947217,3.736258825015947,2.3868631582190334,3.258492550534948,4.444153546384814,2.177213066733002,2.0886147537767883,2.9179235888120796,9.331909667968752,4.995909671308669
3.4385214434301328,3.723679186326798,4.1140571756413316,3.0679985372825906,2.4662136925107987,3.3506717681650673,2.4736220490994247,4.050294191261841,2.839703343815031,2.195407713929523,2.0532288058488994,1.9028439959103378,4.068659842890241,2.4970340485109825,2.6095020001786566,3.5482914167523028,1.6591735301566066,1.7355187887705879,1.7713883332962064,1.4859178566890021,1.8976179017686692,1.640925714237725,1.5821991742654582,1.225730798686643,1.3217493943434602,1.6950775639111149,2.8366691145787737,2.128317049826841,1.2368905632581149,1.3553183003245377,1.205417815862463,1.402572559741995,1.9431320968306403,2.307680420360726,2.5109154372510365,2.411756295732741,2.05483730403526,3.2779463901748525,1.5579618251542313,1.521678588742487,2.1750168780397674,1.883890419219955,1.777176514052508,1.5110362288924588,2.293187904456141,2.0005104427412648,3.5561792934686256,2.812403191364073,2.0248493395172775,3.235409527585509,2.8789563202007074,2.763804612295628,3.0918823839272283,2.4696550828375763,1.6407716602648104,3.028467138508817,2.869161067781255,3.8174935894333815,4.471492651811597,1.493816744685768,1.7797832009422558,2.2208102116670303,3.270322382496658,2.083519985224502,3.8484725845234635,2.993430273273445,1.860367579825281,3.457412680141858,3.6635430502535056,4.043707184891228,3.656080097663393,4.037678283281027,1.5760326045559359,3.6814175491313046,1.6224675927781862,4.2880929789720055,2.35916290758896,4.150356724239009,3.2324089972275813,4.471946302285071,2.6086031004689096,2.77554167418213,3.8327217103969224,4.242793139669736,2.3509555437014393,1.8350875688750654,2.472493152140119,1.7386050797956305,2.1400006410283576,1.7725141443242936,2.1262243081119636,2.7429230182392326,2.1813447663380585,4.268076611967471,3.9992322702448506,2.131413042221639,1.883102926807911,3.0657717548883476,3.67836290457956,1.822581892087786,3.4104082582569073,3.7718204557228985,3.834949962438472,4.322635695950278,3.267707190270188,10.583747070312498,5.415371261512874
2.9641019634837162,1.8969892600053577,2.2995451479594387,2.6502916900843223,2.27051219106083,1.727640202917326,1.7971950226369,1.780050890983875,3.53100089184499,4.448920467287903,2.105838524664115,1.5622750738458369,1.6924112393421968,1.2570308930184317,1.2072174046988333,1.3085488590936722,1.6121070753308129,1.3701060207077425,1.2882659268056305,1.4129179729865124,1.7814089825825008,1.3173864130745585,1.300766108182702,1.2189850613267896,1.3242818589341356,1.2446476029800322,1.9613438075086338,2.4323578316402372,1.8995967263794202,1.454696766429772,1.4487539517036163,1.6890119421321739,1.7759075145666066,1.7669996506748737,1.5958645096375272,1.2333077159233825,1.448803466492989,4.149484477339876,1.4003967966485078,1.5551302548933614,2.0588858664593794,2.450341937935548,1.4719812898119895,1.505900287825642,2.3420200227396832,1.5131668290853575,2.921313083313225,2.2183831535514074,2.309014292844388,2.351803957375371,1.5477993931113154,2.8485147011311023,2.1158872226548855,1.6674252419953441,2.8540321180466046,2.194534185198685,3.803634566180202,3.6973810554429365,2.3475292610228764,3.2909810834114706,3.0838693582521275,1.8106517950419874,4.359016616423406,1.8710151349434987,3.694080592959285,1.8352728164994347,2.536390097876056,3.7604282322693714,3.290640395229541,3.638209038805312,4.3590242386624585,3.6218747371847266,2.527295492253645,1.9148983235907282,3.591124773917849,2.7580004029159437,2.1771655021897107,4.030398846974327,3.0751759292678864,3.9764746123669976,4.262095951775187,2.4260727331498817,3.6949080538097285,1.9785199347148332,3.5857679025298954,1.290278532765045,3.4358583931784827,2.6179140324999746,3.576806149263073,2.7709117656388225,4.020460623764702,3.7674038504630527,3.270310533305513,1.8659566926998405,4.388218569917046,3.398351757263721,3.446445287110227,3.2949719047076664,2.5805010189307716,3.333735944666831,1.7310260873133818,2.008566215267947,2.1133511667334504,3.4445471038561317,3.789592258675363,8.573208984375,4.7175418303884324
2.536645540808299,1.977104883638528,1.963545224829404,1.9254601076762083,1.9965143856732395,2.2318210939415435,2.045534421924963,2.018144174434084,1.6798429683100615,1.425702127257864,1.7127768468449354,2.761012799279873,2.636809990978536,1.8320255932980014,1.2148263710928546,1.3899053229547826,1.6798195915014553,1.7054052153659804,1.5365682866171602,1.5686217633041397,1.7012779487291811,2.080787507776404,1.978408980594901,1.7973740737351758,1.4874384878685138,1.3713500485659318,3.8432874791071336,1.8696548150343348,2.3081731878691043,2.7220962830654925,1.7597607353227966,1.6684003240193284,3.811463341944693,1.4273387632203554,3.8372395815317906,2.397984428031759,2.787945751500274,3.7430486483220102,2.6722370106557123,3.9065430023498573,4.089233425591451,2.1710986640972387,3.3550313923230024,2.3834243736103087,3.907402900741582,3.3452561063522417,3.2284658755515774,4.133695972690027,1.49207799491421,3.467690906908082,3.6135394050970446,3.075250433305536,2.137946325311238,3.564984165153259,2.4310524416644532,3.3829154741504937,2.858892645172014,4.336007015229161,3.708805295295563,2.421946310591427,2.4357536646439235,3.251840496583268,1.567522937793231,1.6417859720977201,3.369969199177789,4.038352566025306,4.266759474568645,2.93266152266414,3.8903900957434856,4.494264691674381,3.948941241490938,3.983862951118582,3.37105367928247,1.4214493068268899,1.7056835568620379,1.9602996857454198,1.4365352123718447,2.5712139533334875,3.9448356749398554,3.2663716072589013,4.1904009748025715,2.4376777400069765,2.0026451907961444,1.3597166887695409,1.775902165060999,3.5463338137688365,3.925712086097871,2.2542280758658118,3.138769248857796,2.1615245009509114,3.823965470072196,2.971227475104368,1.9592675094389784,1.5138665644972715,3.5224521351759894,2.6281359002910243,2.9322963348085094,3.4122090405847683,3.3959043174165666,3.2066695979720903,4.439972924773706,2.8333589936483574,3.2182327652445313,3.1228138614692944,2.80536878167652,9.407760742187506,5.3626855216819855
3.323856485451811,1.8123960626336075,2.134920456155412,1.7784067313710772,1.8423505099254394,2.066995380429167,1.7871911030768688,1.5975148930126888,1.2602857873708728,1.4535160451718367,1.4080067118346944,1.3569289260229556,1.5144810756222746,1.3488155059066873,1.2923912098467798,1.3023035800535816,2.5053645752317504,2.969207814203229,2.933222265178082,2.6800183615866158,1.295111099370623,1.5708435781502579,1.6578308940394606,1.5327148126946688,1.6966127796625128,1.7729068633846778,1.6273178021941408,1.326048934141309,1.681733656878001,2.3369804302365442,1.31083758517191,2.42307966374442,2.8377649211791676,1.3412768806818771,2.421286088451417,3.324488145795323,3.68214090077093,2.5151524136785395,2.416373547476802,2.2533130533867523,3.503709100338637,2.804198296499884,1.3976635724186963,1.4125351999663418,2.0890967326966376,2.0987956812228097,4.2327420242542875,2.607403802000726,2.7371533359890754,2.006621389687576,3.3246552716079694,1.9405389371727668,3.113676203228932,3.6195465065888586,2.4551145471717066,1.9622946868425186,4.006933056265509,2.5713953572919217,2.2186917353296502,2.8612385777297504,4.0729279664713625,3.862405444811044,4.480292760528285,3.7741696798996274,2.2065186554109455,2.9961750332550494,3.3171196103808573,3.490965074233642,2.111012285965128,2.8239437949649377,1.2869054229519508,3.6853022503317536,3.4447807931664074,3.1492816767896876,3.32655830466255,2.86374378220545,2.8944188819448766,2.1335769936888056,2.9957452422580713,3.4039050884758133,3.2421397375043948,2.520057129586661,2.4973282079059573,2.447803729900089,4.165203742953475,1.412568719552657,4.206497964734135,1.971124588377379,2.7861643053949607,4.437005227460403,2.454680968252961,2.9501763870389444,2.8861297024965573,2.9563769028427362,3.4970759270526277,3.2681242719385892,1.5545574872656942,3.821897673116898,3.5844349087844067,2.7001449017337715,4.353760559588328,2.2199817752791584,4.108464139530005,3.085589038689621,3.3873962315491735,9.293951904296875,4.956391618473287
